Titel;DOI
Oxyalkylation of lignin with propylene carbonate: influence of reaction parameters on the ensuing bio-based polyols;10.1016/j.indcrop.2017.03.002
Hybridization of poplars in the central Chernozem region of russia;10.1515/sg-2016-0011
Debate is failing Europe's geneticists;10.1038/544035a
Is soil texture a major controlling factor of root:shoot ratio in cereals?;10.1111/ejss.12466
PESFOR-W: Improving the design and environmental effectiveness of wooodlands for water payments for ecosystem services;10.3897/rio.3.e13828
"Tree related microhabitats in temperate and Mediterranean European
forests: A hierarchical typology for inventory standardization";
Tree growth indicates resource quality for foliage-feeding insects: Pattern and structure of herbivore diversity in response to productivity;10.1016/j.ecolind.2017.07.053
Topochemical analyses of furfuryl alcohol-modified radiata pine (Pinus radiata) by UMSP, light microscopy and SEM;10.1515/hf-2016-0219
Determination of uronic acids and neutral carbohydrates in pulp and biomass by hydrolysis, reductive amination and HPAEC-UV;10.1515/hf-2017-0020
Effect of volatile organic compounds from Pinus sylvestris and Picea abies on Staphylococcus aureus, Escherichia coli, Streptococcus pneumoniae and Salmonella enterica serovar Typhimurium;10.1515/hf-2017-0007
Whose equity matters? National to local equity perceptions in Vietnam's payments for forest ecosystem services scheme;10.1016/j.ecolecon.2017.01.016
"Comparison of different cyclic organic carbonates in the oxyalkylation of
various types of lignin";10.1016/j.reactfunctpolym.2017.09.011
Catalytic demethylation of organosolv lignin in aqueous medium using indium triflate under microwave irradiation;
Quantitative investigations of xylose and arabinose substituents in hydroxypropylated and hydroxyvinylethylated arabinoxylans;10.1016/j.carbpol.2017.08.034
Response of the rhizosphere prokaryotic community of barley (Hordeum vulgare L.) to elevated atmospheric CO2 concentration in open-top chambers;10.1002/mbo3.462
Compositional variations of brown seaweeds Laminaria digitata and Saccharina latissima in Danish waters;10.1007/s10811-017-1056-z
Climate change versus deforestation: Implications for tree species distribution in the dry forests of southern Ecuador;10.1371/journal.pone.0190092
Zur Bedeutung und ökonomischen Wirkung verminderter Steuersätze bei außerordentlicher Holznutzung gemäß des § 34b EStG;10.3220/LBF1520430403000
Empfehlungen für die Anlage von Samenplantagen zur Produktion gebietseigener Gehölze;10.17433/5.2017.50153469.221-227
Genomics of sex determination in dioecious trees and woody plants;10.1007/s00468-017-1525-7
How wind can shape genetic variation and adaptability in metapopulations of wind-pollinated forest trees through its effect on pollen dispersal;10.3220/LBF1485853507000
Versuchsflächen mit schnellwachsenden Baumarten in Brandenburg - Ertragskundliche Ergebnisse für 2006 bis 2015;10.3220/LBF1503914261000
Influence of face-to-core layer ratio and core layer resin content on the properties of density-decreased particleboards;10.1007/s00107-016-1059-5
Influence of material origin on the size distribution of wood particles for wood-plastic composite (WPC) manufacture;10.1007/s00107-016-1122-2
Effect of species and grinding disc distance on the surface roughness parameters of medium density fiberboard;10.1007/s00107-016-1081-7
Quantitative insights into the fast pyrolysis of extracted cellulose, hemicelluloses, and lignin;
Status and prospects for renewable energy using wood pellets from the southeastern United States;10.1111/gcbb.12445
Plant direct;
Wood processing residues;10.1007/10_2016_69
Der Pflanzenbau der Zukunft - Ist ein Neudenken erforderlich?;
"Die ""Championbuche"" (Fagus sylvatica L.) von Hoppenrade (Prignitz): Bündelpflanzung oder ein einziger Baum?";
Bericht zur Studienreise der DDG nach Süd-Finnland vom 20. bis 28. August 2016;
Factors controlling the variability of organic matter in the top- and subsoil of a sandy Dystric Cambisol under beech forest;10.1016/j.geoderma.2017.09.028
Lytic polysaccharide monooxygenases disrupt the cellulose fibers structure;10.1038/srep40262
"Stability of buried carbon in deep-ploughed forest and cropland soils
- implications for carbon stocks";10.1038/s41598-017-05501-y
Adaptive and plastic responses of Quercus petraea populations to climate across Europe;10.1111/gcb.13576
"Models meet data: Challenges and opportunities in
implementing land management in Earth system models";10.1111/gcb.13988
Chilling and forcing requirements for foliage bud burst of European beech (Fagus sylvatica L.) differ between provenances and are phenotypically plastic;10.1016/j.agrformet.2016.12.002
Spatial Genetic Structure within and among Seed Stands of Pinus engelmannii Carr. and Pinus leiophylla Schiede ex Schltdl. & Cham, in Durango, Mexico;10.3390/f8010022
Is biomass accumulation in forests an option to prevent climate change induced increases in nitrate concentrations in the North German Lowland?;10.3390/f8060219
Forest site classification in the Southern Andean Region of Ecuador: a case study of pine plantations to collect a base of soil attributes;10.3390/f8120473
Development of multiplexed marker sets to identify the most relevant poplar species for breeding;10.3390/f8120492
Assessing environmental impacts of genetically modified plants on non-target organisms: the relevance of in planta studies;10.1016/j.scitotenv.2017.01.039
Viele Anfragen zu Bubinga und Palisander : Auswirkungen der neuen Cites-Listungen wichtiger Wirtschaftsbaumarten für die Holzverwendung und den Holzhandel;
Stärkung der Nutzfunktion durch Forstpflanzenzüchtung;
DNA-Tests an Holzproben am Thünen-Institut : eine Zwischenbilanz nach vier Jahren - Zukünftig sollen auch Span- und Sperrholzplatten genetisch untersucht werden;
Forstwirtschaft wirtschaftlich weiter erfolgreich : forstwirtschaftliche Gesamtrechnung 2015: Rekord beim Nettounternehmensgewinn - Umstellung des Berechnungsverfahrens;
Womit grillen wir da eigentlich? Wissenschaftliche Untersuchungen zeigen, dass viele Chargen zumindest fehlerhaft deklariert sind;
BZE II: Qualitätsmanagement im Bereich der Laboranalytik;
Ergebnisse der zweiten Bodenzustandserhebung im Wald (BZE II);
Was nützt die Waldkalkung?;
Das Kohlenstoffspeichervermögen von Waldböden;
Entwicklung der Versauerung von Waldböden in Deutschland;
Deutlicher Rückgang der Schwermetalleinträge;
Die Waldvegetation als Indikator des Bodenzustandes;
Stickstoff: Wie belastbar ist der Wald als Ökosystem?;
Schlussfolgerungen aus der BZE II;
Kronenzustand in Deutschland;
Beiträge der Forst- und Holzwirtschaft zum Klimaschutz;
30 Jahre In-vitro-Vermehrung der Braunmaser-Birke;
Einfluss der Genetik auf das Wachstum genauer bestimmen;
Mit Drohnen Ernteaussichten in Saatgutbeständen erkunden;
Waldklimafonds unterstützt Forstpflanzenzüchtung;
Mehrleistung und bessere Qualität durch Züchtung;
Nachhaltigkeitsbewertung der WEHAM-Szenarien;
Treibhausgasbilanzen der WEHAM-Szenarien;
Ökonomische Analysen der Szenarien;
Modellierung des Holzmarktes im WEHAM-Projekt;
Ergebnisse und Bewertung der alternativen WEHAM-Szenarien;
Das WEHAM-Szenarien-Verbundforschungsprojekt;
Ernährungszustand der Wälder in Deutschland;
Field-Map – eine vielseitige Technologie für Waldinventur, Monitoring und Vermessung;
Züchtung schnell wachsender triploider Aspen und Pappeln;
Nutzungseinschränkungen und ihr Einfluss auf das Holzaufkommen;
Die Holznutzung aus gesamtgesellschaftlicher Sicht;
Naturschutzförderung neu gedacht;
HortInnova stellt die Weichen für die Zukunft : Forschungsstrategie für Innovationen im Gartenbau;
Microscopic investigations concerning in situ oxalate formation by the brown-rot fungus Poria Placenta;10.12841/wood.1644-3985.215.xx
Costs and carbon sequestration potential of alternative forest management measures in Germany;10.1016/j.forpol.2017.01.005
High frequency growth variability of White spruce clones does not differ from non-clonal trees at Alaskan treelines;10.1016/j.dendro.2017.05.005
Influence of footprint size and geolocation error on the precision of forest biomass estimates from space-borne waveform LiDAR;10.1016/j.rse.2017.08.014
A new prediction-based variance estimator for two-stage model-assisted surveys of forest resources;10.1016/j.rse.2017.02.001
Valorization of waste streams from deinked pulp mills through anaerobic digestion of deinking sludge;10.15376/biores.12.3.4547-4566
The potential of wheat straw high yield MEA pulp for enhancing strength properties of recycled paper;10.15376/biores.12.4.8255-8271
Giving meaning to Ellenberg nutrient values: National forest soil inventory yields frequency-based scaling;10.1111/avsc.12278
A nearest neighbour approach by genetic distance to the assignment of individual trees to geographic origin;10.1016/j.fsigen.2016.12.011
Legacy of medieval ridge and furrow cultivation of soil organic carbon distribution and stocks in forests;10.1016/j.catena.2017.02.013
Impact of stoniness correction of soil hydraulic parameters on water balance simulations of forest plots;
Temporary immersion bioreactors (TIB) provide a versatile, cost-effective and reproducible in vitro analysis of the response of pineapple shoots to salinity and drought;10.1007/s11738-017-2576-5
Life cycle assessment of wood-plastic composites: Analysing alternative materials and identifying an environmental sound end-of-life option;10.1016/j.resconrec.2016.10.012
A screening study on extractive content and composition of Scots pine heartwood of three stands with close proximity and their resistance against basidiomycetes;10.1080/20426445.2016.1271091
Oxidation of lignin in hemp fibres by laccase: effects on mechanical properties of hemp fibres and unidirectional fibre/epoxy composites;10.1016/j.compositesa.2017.01.026
Thermal and acoustic characteristics of innovative foam core particleboards;
Effect of wood species, digester conditions, and defibrator disc distance on wettability of fiberboard;10.1007/s10086-017-1620-9
The continuous population approach to forest inventories and use of information in the design;10.1002/env.2480
Dynamic of nematode communities in energy plant cropping systems;10.1016/j.ejsobi.2016.12.002
Low root biomass and occurrence of ectomycorrhizal exploration types in inhabited wood ant (Formica polyctena) nests in a temperate spruce forest;10.1016/j.ejsobi.2017.02.005
Development of nuclear SNP markers for genetic tracking for Iroko, Milicia excelsa and Milicia regia;10.1007/s12686-017-0716-2
Effect of ingredient ratios of rigid polyurethane foam on foam core panels properties;10.1002/app.44722
The potential of bagasse soda pulp as a strength enhancer for old corrugated pulp;
Degradation of Miscanthus x gigantheus biochar, hydrochar and feedstock under the influence of disturbance events;10.1016/j.apsoil.2017.01.006
Development of field-applicable tests for rapid and sensitive detection of Candidatus Phytoplasma oryzae;10.1016/j.mcp.2017.06.004
An assessment framework for benefit sharing mechanisms to reduce emissions from deforestation within a forest policy mix;10.1002/eet.1771
Qualitative and quantitative response of soil organic carbon to 40 years of crop residue incorporation under contrasting nitrogen fertilisation regimes;10.1071/SR15377
"Rapid detection of ""Candidatus Phytoplasma mali"" by recombinase polymerase amplification assay";10.1111/jph.12616
Uncovering context-induced status quo effects in choice experiments;10.1016/j.jeem.2016.09.002
Quantitative analysis of the etherification degree of phenolic hydroxyl groups in oxyethylated lignins: correlation of selective aminolysis with FTIR spectoscopy;10.1021/acssuschemeng.6b01495
Growth response of 98 barley (Hordeum vulgare L.) genotypes to elevated CO2 and identification of related quantitative trait loci using genome-wide association studies;10.1111/pbr.12501
Livelihood strategies and forest product utilisation of rural households in Nepal;10.1007/s11842-017-9367-0
Carbon stocks in tree biomass and soils of German forests;10.1515/forj-2017-13
Evaluación de la conectividad estructural y funcional en el corredor de conservación Podocarpus-Yacuambi, Ecuador;10.15446/caldasia.v39n1.64324
Phytobiomes Journal;
Editorial: studying tree responses to extreme events;10.3389/fpls.2017.00596
Wie wichtig ist die Bodentextur für die Überlebensfähigkeit von eingetragenen Bakterien?;
Elm leaves 'warned' by insect egg deposition reduce survival of hatching larvae by a shift in their quantitative leaf metabolite pattern;10.1111/pce.12619
Erhöhung der Wertschöpfung in tropischen Sägewerken durch simultanen Einschnitt von Schnittholzerzeugnissen mit variierenden Breiten;
Wood-based Aerogels;
Herkunft von Bauholz im dänischen Lübeck;
Erhöhung der Ressourceneffizienz bei der Schnittholzerzeugung in den Tropen als Beitrag zum Walderhalt und zum Klimaschutz : Fallbeispiel Surinam;
"5. HortInnova-Expertenworkshop zum Forschungsfeld ""Urbaner Gartenbau - Orte der Zukunft für den Gartenbau"" : 08. und 09. November 2016 an der Hochschule Osnabrück ; Entwurf einer Strategie für das Forschungsfeld 5 auf der Grundlage des Expertenworkshops";
