Title;DOI
Amphibian gut microbiota shifts differentially in community structure but converges on habitat-specific predicted functions;10.1038/ncomms13699
Gut bacterial communities across tadpole ecomorphs in two diverse tropical anuran faunas;10.1007/s00114-016-1348-1
Back to the future of soil metagenomics;10.3389/fmicb.2016.00073
The third vegetative generation of a field-grown transgenic pineapple clone shows minor side effects of transformation on plant physiological parameters;10.1007/s11240-016-0950-4
Study of the solubility and composition of welded wood material at progressive welding times;10.1007/s00107-015-0991-0
"An empirical study of the wound effect on sap flux density measured
with thermal dissipation probes";10.1093/treephys/tpw071
Potential and limitations of inferring ecosystem photosynthetic capacity from leaf functional traits;10.1002/ece3.2479
Bewertung ausgewählter Methoden zur Erfassung und Analyse des Heu- und Grünfutteraufnahmeverhaltens von Milchziegen;10.3220/LBF1482162409000
"Effects of using indigenous heritage sheep breeds in organic and low-input production systems on production efficiency and animal
welfare in Romania";10.3220/LBF1483607712000
Assessment of balance indicators for key fleet segments and review of national reports on Member States efforts to achieve balance between fleet capacity and fishing opportunities (STECF-16-18);10.2788/245471
Procedure for evaluation of DCF work plans (STECF-16-16);10.2788/990209
The 2016 Annual Economic Report on the EU Fishing Fleet (STECF 16-11);10.2788/805055
Annual cambial rhythm in Pinus halepensis and Pinus sylvestris as indicator for climate adaptation;10.3389/fpls.2016.01923
Membrane-Associated Ubiquitin Ligase (SAUL1) supresses temperature- and humidity-dependent autoimmunity in Arabidopsis;10.1094/MPMI-07-15-0146-R
Integrating wheat canopy temperatures in crop system models;10.3390/agronomy6010007
Long-term changes of ecosystem services at Solling, Germany: Recovery from acidification, but increasing nitrogen saturation?;10.1016/j.ecolind.2015.12.013
Bakterienvielfalt und Nachweis potenziell pathogener Arten in einer landwirtschaftlichen Biogasanlage – neue Erkenntnisse dank Hochdurchsatz-DNA-Sequenzierung von rRNA-Gen-Amplikons;10.2376/0005-9366-15105
Gas entrapment and microbial N2O emissions from a biochar-amended sandy clay loam soil;10.1038/srep39574
Identification and characterisation of Douglas-Fir (Pseudotsuga Menziesii (Mirb.) Franco) juvenile and adult wood grown in Southern Germany;10.12481/wood.1644-3985.C01.05
Assessing uncertainties of water footprints using an ensemble of crop growth models on winter wheat;10.3390/w8120571
Thünen Baseline 2015 - 2025: Agri-economic projections for Germany;10.3220/LBF1481641394000
Opportunities for improved transparency in the timber trade through scientific verification;10.1093/biosci/biw129
Social network dynamics in the course of family formation: results from a mixed-methods longitudinal study;10.1515/irsr-2016-0026
Clusterstatistik Forst und Holz : Tabellen für das Bundesgebiet und die Länder 2000 bis 2014;10.3220/WP1479976770000
"Aktuelle Forschung in der Gartenbauökonomie : Nachhaltigkeit und Regionalität – Chancen und Herausforderungen für den Gartenbau ;  Tagungsband zum 2. Symposium für Ökonomie im Gartenbau am 01. März 2016 im Thünen-Institut in Braunschweig";10.3220/REP1479977706000
Distribution of the added value of the organic food chain : Final Report;10.2762/678520
Vier ländliche Entwicklungsprogramme im Vergleich: PFEIL Niedersachsen-Bremen, LPLR Schleswig-Holstein, NRW-Programm Ländlicher Raum und EPLR Hessen : Finanzen - Fördermaßnahmen - Prioritäten - Investitionstypen - Zielgruppen - Implementation;10.3220/5LE1537777229000
Response time of soil microbial biomass after conversion from conventional to several different organic farming systems;10.3220/LBF1479196953000
Increasing water use efficiency comes at a cost for Norway Spruce;10.3390/f7120296
Deriving effective soil water retention characteristics from shallow water table fluctuations in peatlands;10.2136/vzj2016.04.0029
Intra- and interprovenance variations in leaf morphometric traits in European Beech (Fagus sylvatica L.);10.2298/ABS151008064S
Food webs under changing biodiversity - Top-down control. BIO-C3 Deliverable, D2.2;10.3289/BIO-C3_D2.2
Evaluating the adaptive potential of the European eel: is the immunogenetic status recovering?;10.7717/peerj.1868
Soil carbon response to land-use change: evaluation of a global vegetation model using observational meta-analyses;10.5194/bg-13-5661-2016
Otolith shape lends support to the sensory drive hypothesis in rockfishes;10.1111/jeb.12932
Food scandals, media attention and habit persistence among desensitised meat consumers;10.1016/j.foodpol.2016.09.005
Square mesh panels in demersal trawls: does lateral positioning enhance fish contact probability?;10.1051/alr/2016025
Evolution of male copulatory organs in box crabs (Decapoda: Eubrachyura: Calappidae de Haan, 1833);10.1163/1937240X-00002479
Evaluation of DCF 2015 annual reports & data transmission to end users in 2015 quality assurance procedures (STECF-16-12);10.2788/352294
Evidence for high concentrations and maternal transfer of substituted diphenylamines in European eels analyzed by GXxGX-ToF MS and GC-FTICR-MS;10.1021/acs.est.6b04382
Eastern Baltic cod recruitment revisited - dynamics and impacting factors;10.1093/icesjms/fsw172
Dynamik und räumliche Muster forstlicher Standorte in Deutschland : Ergebnisse der Bodenzustandserhebung im Wald 2006 bis 2008;10.3220/REP1473930232000
A proposal for restructuring descriptor 3 of the Marine Strategy Framework Directive (MSFD);10.1016/j.marpol.2016.09.026
Influence of Lumbricus terrestris and Folsomia candida on N2O formation pathways in two different soils - with particular focus on N2 emissions;10.1002/rcm.7716
Co-location of passive gear fisheries in offshore wind farms in the German EEZ of the North Sea: a first socio-economic scoping;10.1016/j.jenvman.2016.08.027
Land management: data availability and process understanding for global change studies;10.1111/gcb.13443
Emissions of nitrous oxide and ammonia after cauliflower harvest are influenced by soil type and crop residue management;10.1007/s10705-016-9801-2
Investigating potential transferability of place-based research in land system science;10.1088/1748-9326/11/9/095002
The level II aggregated forest soil condition database links soil physicochemical and hydraulic properties with long-term observations of forest condition in Europe;10.1007/s13595-016-0571-4
Biotechnologisch erzeugte Itaconsäure aus agrarischen Reststoffen;10.1002/cite.201650140
Convergent local adaptation to climate in distantly related conifers;10.1126/science.aaf7812
Accessibility to services in rural areas : the example for petrol service provision in Germany;10.1080/02513625.2016.1235877
Making progress on bycatch avoidance in the ocean salmon fishery using a transdisciplinary approach;10.1093/icesjms/fsw061
An updated bibliography and database on forest ecosystem service valuation studies in Austria, Germany and Switzerland;10.3220/WP1479222082000
Quantification of soil variables in a heterogeneous soil region with VIS-NIR-SWIR data using different statistical sampling and modeling strategies;10.1109/JSTARS.2016.2572879
Comparison of nitrous oxide (N2O) analyzers for high-precision measurements of atmospheric mole fractions;10.5194/amt-9-1221-2016
Optimierung von bekannten Vorbehandlungen für die Weizenkaff-Hydrolyse;10.1002/cite.201650121
Prozess zur Synthese von Polyesterharzen mit einstellbarer Härte auf Basis von Itaconsäure;10.1002/cite.201650120
Biotechnological production of enantiomerically pure d-lactic acid;10.1007/s00253-016-7843-7
Review on patterns and dynamics of drivers of biodiversity (species, communities, habitats) across Baltic Sea ecosystems in space and time including socio-economy : BIO-C3 Deliverable, D3.1;10.3289/BIO-C3_D3.1
"Report on effects of changing drivers on pelagic and benthic species composition and production : BIO-C3 Deliverable, D2.1. ; EU Bonusproject BIO-C3";10.3289/BIO-C3_D2.1
Exchange between researchers and practitioners in urban planning: achievable objective or a bridge too far?/The use of academic research in planning practice: who, what, where, when and how?/Bridging research and practice through collaboration: lessons from a joint working group/Getting the relationship between researchers and practitioners working/Art and urban planning: stimulating researcher, practitioner and community engagement/Collaboration between researchers and practitioners: Political and bureaucratic issues/Investigating Research/Conclusion: Breaking down barriers through international practice?;10.1080/14649357.2016.1190491
From inventory to consumer biomass availability - the ITOC-model;10.1007/s13595-016-0582-1
Studie über die Erzeugungs- und Vermarktungsstruktur des Bienenzuchtsektors in Deutschland;10.3220/WP1479809628000
Tetracycline marks visible in Baltic cod Gadus morhua otoliths stored for 40 years;10.1111/jfb.13108
Hot water extraction of Norway spruce (Picea abies [Karst.] bark: analyses of the influence of bark aging and process parameters on the extract composition;10.1515/hf-2015-0160
Biology and ecology of antarctic krill;10.1007/978-3-319-29279-3
High emissions of greenhouse gases from grasslands on peat and other organic soils;10.1111/gcb.13303
The MILESTONES modeling framework: An integrated analysis of national bioenergy strategies and their global environmental impacts;10.1016/j.envsoft.2016.09.005
Trends in soil solution dissolved organic carbon (DOC) concentrations across European forests;10.5194/bg-13-5567-2016
Economic and environmental impacts of CAP greening : CAPRI simulation results;10.2788/452051
Optimising sustainable management of mixed fisheries: differentiating and weighting selective strategies;10.1016/j.ocecoaman.2016.10.005
Evolution of the immune system influences speciation rates in teleost fishes;10.1038/ng.3645
Methodology and data requirements for reporting on the Landing Obligation (STECF-16-13);10.2788/984496
Benzoxazines with enhanced thermal stability from phenolated organosolv lignin;10.1039/c6ra22334f
Betriebswirtschaftliche Auswirkungen von Alternativen zur betäubungslosen Ferkelkastration in Deutschland;10.3220/WP1479128714000
Non-stomatal exchange in ammonia dry deposition models: comparison of two state-of-the-art approaches;10.5194/acp-16-11283-2016
Bile metabolites of polycyclic aromatic hydrocarbons (PAHs) in three species of fish from Morocco;10.1186/s12302-016-0093-6
"51st plenary meeting report (PLEN-16-01) : plenary meeting,
11-15 April 2016, Brussels";10.2788/55727
Automated system measuring triple oxygen and nitrogen isotope ratios in nitrate using the bacterial method and N2O decomposition by microwave discharge;10.1002/rcm.7747
Ecological factors limiting occurrence of corticolous myxomycetes - a case study from Alaska;10.1016/j.funeco.2016.02.003
Data on the occurrence of corticolous myxomycetes from Denali National Park, Alaska;10.1016/j.dib.2016.03.048
Hook shedding and post-release fate of deep-hooked European eel;10.1016/j.biocon.2016.04.015
